country,customer_ID,invoice_number,invoice_date,due_date,invoice_amount_usd,disputed,dispute_lost,settled_date,days_to_settle,days_late
United States,6077-FDQRK,7516274125,23/05/2021,22/06/2021,3450,0,0,03/06/2021,11,0
United States,6077-FDQRK,7517563980,25/12/2020,24/01/2021,5587,0,0,13/01/2021,19,0
China,5529-TBPGK,7524155753,20/09/2021,20/10/2021,9103,0,0,24/10/2021,34,4
China,9014-WENVB,7534126416,12/09/2020,12/10/2020,5364,0,0,08/10/2020,26,0
France,5164-VMYWJ,7541035636,23/07/2021,22/08/2021,8115,0,0,13/08/2021,21,0
Russia,5875-VZQCZ,7541301534,30/05/2021,29/06/2021,7396,0,0,19/06/2021,20,0
France,7938-EVASK,3924052139,05/06/2021,05/07/2021,10311,1,0,26/07/2021,51,21
Russia,1604-LIFKX,7550415361,24/10/2021,23/11/2021,8365,0,0,06/12/2021,43,13
Russia,8887-NCUZC,7555055375,22/03/2021,21/04/2021,2419,1,0,25/04/2021,34,4
France,0783-PEPYR,7555537204,31/12/2020,30/01/2021,6656,0,0,03/02/2021,34,4
Spain,9883-SDWFS,7563163902,25/04/2021,25/05/2021,2158,1,0,10/06/2021,46,16
United States,6077-FDQRK,7567097895,30/03/2020,29/04/2020,2690,0,0,16/04/2020,17,0
China,2676-DZINU,7574832061,10/06/2020,10/07/2020,6373,0,0,01/07/2020,21,0
France,3448-OWJOT,1529029372,12/03/2021,11/04/2021,4997,1,0,14/04/2021,33,3
United States,0706-NRGUP,7577985769,28/09/2020,28/10/2020,2100,0,0,24/10/2020,26,0
United States,6831-FIODB,7578902156,21/09/2020,21/10/2020,3325,1,0,03/11/2020,43,13
United States,3993-QUNVJ,7579897588,02/05/2020,01/06/2020,6342,0,0,23/05/2020,21,0
China,2676-DZINU,7581184012,05/02/2021,07/03/2021,4130,0,0,23/02/2021,18,0
Russia,1604-LIFKX,7584011927,05/11/2020,05/12/2020,6861,0,0,15/12/2020,40,10
France,5573-KSOIA,7588924933,17/04/2020,17/05/2020,6954,0,0,20/05/2020,33,3
France,7600-OISKG,4062781273,06/06/2021,06/07/2021,6368,1,1,11/07/2021,35,5
Russia,8364-UWVLM,7604918128,05/12/2020,04/01/2021,10144,1,0,25/12/2020,20,0
United States,7856-ODQFO,7605231033,12/09/2020,12/10/2020,4379,0,0,30/09/2020,18,0
United States,0625-TNJFG,7615315828,10/05/2021,09/06/2021,3686,0,0,08/06/2021,29,0
China,9174-IYKOC,7615433776,29/09/2020,29/10/2020,8071,0,0,27/10/2020,28,0
France,5573-KSOIA,7619071494,17/06/2021,17/07/2021,7222,0,0,24/07/2021,37,7
France,6048-QPZCF,2732194894,09/06/2021,09/07/2021,7708,1,0,27/06/2021,18,0
France,6833-ETVHD,7630260848,02/06/2021,02/07/2021,8687,0,0,29/06/2021,27,0
France,0783-PEPYR,7640437486,10/03/2020,09/04/2020,7562,0,0,12/04/2020,33,3
United States,9928-IJYBQ,7642713224,24/08/2021,23/09/2021,5329,0,0,18/09/2021,25,0
China,3569-VJWXS,7651606558,17/04/2020,17/05/2020,5992,1,0,29/05/2020,42,12
United States,0465-DTULQ,7655234333,03/10/2020,02/11/2020,4985,0,0,07/11/2020,35,5
Spain,9460-VAZGD,7662622783,27/12/2020,26/01/2021,1500,0,0,07/01/2021,11,0
China,6708-DPYTF,7662777416,08/09/2021,08/10/2021,6419,0,0,10/10/2021,32,2
France,1447-YZKCL,7665948122,13/02/2021,15/03/2021,6787,0,0,13/03/2021,28,0
Spain,6391-GBFQJ,7668955519,01/10/2021,31/10/2021,2572,1,0,02/11/2021,32,2
United States,2447-JCFGW,7672209595,21/04/2020,21/05/2020,6041,0,0,16/05/2020,25,0
China,8820-BLYDZ,7675257333,02/02/2021,04/03/2021,7735,0,0,11/02/2021,9,0
Spain,9286-VLKMI,7679449609,06/03/2021,05/04/2021,4739,0,0,06/03/2021,0,0
France,4651-PMEXQ,7680218680,28/01/2021,27/02/2021,6556,0,0,22/02/2021,25,0
China,5196-TWQXF,7683330179,23/05/2020,22/06/2020,5044,0,0,28/06/2020,36,6
United States,2026-XLBER,7685298565,19/10/2020,18/11/2020,6231,0,0,05/11/2020,17,0
United States,6831-FIODB,7690941431,18/02/2021,20/03/2021,4111,0,0,19/03/2021,29,0
Spain,7372-CESLR,7692447978,01/01/2021,31/01/2021,3725,1,0,31/01/2021,30,0
United States,2447-JCFGW,7697000588,18/11/2021,18/12/2021,5430,0,0,04/12/2021,16,0
France,8976-AMJEO,7698255051,18/08/2021,17/09/2021,7879,0,0,09/09/2021,22,0
United States,7260-ZHAKS,7704631121,24/07/2021,23/08/2021,6520,0,0,14/08/2021,21,0
China,0709-LZRJV,7706707710,14/03/2021,13/04/2021,6816,0,0,08/04/2021,25,0
China,9174-IYKOC,7714500054,14/11/2021,14/12/2021,5761,0,0,06/12/2021,22,0
United States,9323-NDIOV,7716386851,10/09/2020,10/10/2020,4083,0,0,27/09/2020,17,0
France,5164-VMYWJ,7717855496,11/07/2020,10/08/2020,7252,0,0,10/08/2020,30,0
Spain,7654-DOLHO,7719614573,05/10/2020,04/11/2020,4397,0,0,02/11/2020,28,0
China,9014-WENVB,7720415253,19/12/2020,18/01/2021,6608,0,0,06/01/2021,18,0
Spain,9286-VLKMI,7722226334,10/06/2021,10/07/2021,5155,0,0,10/06/2021,0,0
United States,7856-ODQFO,7736319597,22/12/2020,21/01/2021,5292,1,0,16/01/2021,25,0
United States,2447-JCFGW,7740692207,21/03/2020,20/04/2020,6951,0,0,20/04/2020,30,0
China,2423-QOKIO,7751899037,06/04/2021,06/05/2021,4777,0,0,08/05/2021,32,2
China,6160-HCSFI,7753761369,12/02/2021,14/03/2021,7578,0,0,26/02/2021,14,0
Spain,9250-VHLWY,7757363585,23/05/2021,22/06/2021,4412,0,0,22/06/2021,30,0
United States,9323-NDIOV,7762178946,16/04/2021,16/05/2021,5966,0,0,12/05/2021,26,0
Spain,7372-CESLR,7769806886,28/06/2021,28/07/2021,3813,0,0,17/07/2021,19,0
France,8976-AMJEO,7786851730,15/04/2020,15/05/2020,5974,0,0,08/05/2020,23,0
France,0783-PEPYR,7787761526,17/03/2020,16/04/2020,6433,0,0,20/04/2020,34,4
China,8156-PCYBM,7788984844,23/11/2020,23/12/2020,6800,0,0,16/12/2020,23,0
China,6708-DPYTF,7790893341,23/05/2020,22/06/2020,7959,0,0,05/07/2020,43,13
France,8976-AMJEO,9784423697,09/06/2021,09/07/2021,8779,1,0,18/07/2021,39,9
Spain,9883-SDWFS,7793237120,08/11/2020,08/12/2020,1144,1,0,01/01/2021,54,24
Spain,3271-YDPUJ,7795526633,06/04/2021,06/05/2021,2795,0,0,28/04/2021,22,0
France,5284-DJOZO,7802365347,09/04/2020,09/05/2020,6980,0,0,23/04/2020,14,0
China,3569-VJWXS,7807904455,01/08/2021,31/08/2021,6419,1,0,26/08/2021,25,0
United States,3831-FXWYK,7809215596,27/12/2020,26/01/2021,7185,0,0,01/02/2021,36,6
China,2820-XGXSB,7821939794,13/02/2020,14/03/2020,7045,0,0,17/02/2020,4,0
Spain,1168-BEASA,7829407127,05/09/2020,05/10/2020,6146,0,0,03/10/2020,28,0
United States,9149-MATVB,7830094350,21/09/2021,21/10/2021,4217,0,0,14/10/2021,23,0
Russia,9181-HEKGV,7832843148,14/06/2020,14/07/2020,7867,1,0,07/08/2020,54,24
United States,3831-FXWYK,7832966824,10/02/2020,11/03/2020,6454,0,0,22/03/2020,41,11
Russia,5148-SYKLB,7837870930,21/09/2020,21/10/2020,7369,1,0,07/11/2020,47,17
Spain,8690-EEBEO,7838596678,19/08/2021,18/09/2021,3626,0,0,25/09/2021,37,7
United States,0465-DTULQ,7839294116,09/01/2020,08/02/2020,4022,0,0,13/02/2020,35,5
China,2125-HJDLA,7845388340,24/04/2021,24/05/2021,3925,0,0,28/05/2021,34,4
China,0709-LZRJV,7851279717,15/10/2021,14/11/2021,6129,0,0,06/11/2021,22,0
Spain,8690-EEBEO,7854660723,09/04/2021,09/05/2021,8460,0,0,16/05/2021,37,7
France,1447-YZKCL,7859471043,24/07/2020,23/08/2020,7939,0,0,01/09/2020,39,9
China,7209-MDWKR,7861925284,22/05/2021,21/06/2021,4937,0,0,02/07/2021,41,11
China,5920-DPXLN,7862469216,18/11/2020,18/12/2020,5602,0,0,10/12/2020,22,0
France,5284-DJOZO,7864694123,30/07/2020,29/08/2020,6780,0,0,15/08/2020,16,0
China,3569-VJWXS,7866551143,17/02/2020,18/03/2020,5107,0,0,11/03/2020,23,0
France,6048-QPZCF,7867299622,21/01/2020,20/02/2020,7206,0,0,31/01/2020,10,0
Russia,5148-SYKLB,7867318195,16/01/2020,15/02/2020,7401,0,0,01/02/2020,16,0
France,4651-PMEXQ,7871204146,14/02/2020,15/03/2020,8309,0,0,13/03/2020,28,0
Russia,8887-NCUZC,7873704598,29/03/2020,28/04/2020,1047,0,0,27/04/2020,29,0
France,9725-EZTEJ,6548329103,11/06/2021,11/07/2021,8121,1,1,13/07/2021,32,2
France,9771-QTLGZ,9534543247,14/06/2021,14/07/2021,5547,1,1,24/06/2021,10,0
United States,7228-LEPPM,7881731765,13/03/2020,12/04/2020,4622,0,0,21/04/2020,39,9
Spain,3676-CQAIF,7884124958,19/06/2020,19/07/2020,3974,0,0,21/07/2020,32,2
France,9322-YCTQO,7885181731,01/02/2020,02/03/2020,8713,0,0,15/03/2020,43,13
France,4092-ZAVRG,7890869729,25/11/2020,25/12/2020,8771,0,0,30/11/2020,5,0
United States,2687-XWAMA,7893242563,17/03/2021,16/04/2021,3766,0,0,29/03/2021,12,0
China,0709-LZRJV,7896000091,01/12/2020,31/12/2020,3841,1,0,16/01/2021,46,16
Spain,9286-VLKMI,7903274357,31/08/2020,30/09/2020,5780,0,0,11/09/2020,11,0
Russia,8102-ABPKQ,7913946826,27/06/2021,27/07/2021,4845,1,0,22/08/2021,56,26
Russia,5613-UHVMG,7914349615,10/07/2021,09/08/2021,6560,0,0,08/08/2021,29,0
Russia,7946-HJDUR,7932116400,07/02/2021,09/03/2021,3886,0,0,14/03/2021,35,5
Spain,3271-YDPUJ,7934803012,17/10/2020,16/11/2020,6396,1,0,28/11/2020,42,12
United States,7260-ZHAKS,7935547980,08/12/2020,07/01/2021,6627,0,0,30/12/2020,22,0
United States,9928-IJYBQ,7939830476,18/07/2020,17/08/2020,6779,1,0,09/09/2020,53,23
France,3448-OWJOT,6900171661,25/06/2021,25/07/2021,5334,1,1,30/07/2021,35,5
Russia,9181-HEKGV,7948353278,29/01/2020,28/02/2020,5908,1,0,19/03/2020,50,20
France,6048-QPZCF,5043434563,28/06/2021,28/07/2021,6820,1,0,14/07/2021,16,0
United States,7856-ODQFO,7949269803,07/10/2020,06/11/2020,4483,0,0,23/10/2020,16,0
China,9212-BTDMX,7952881452,04/07/2021,03/08/2021,3896,0,0,17/07/2021,13,0
United States,7228-LEPPM,7957459350,01/08/2021,31/08/2021,5580,0,0,16/09/2021,46,16
Russia,3568-JJMFW,7957903409,15/11/2021,15/12/2021,8229,0,0,20/11/2021,5,0
United States,7758-WKLVM,7958057215,30/07/2021,29/08/2021,6559,1,0,24/09/2021,56,26
Spain,9286-VLKMI,7961973380,22/10/2021,21/11/2021,4164,0,0,24/10/2021,2,0
China,8820-BLYDZ,7976742421,06/07/2020,05/08/2020,5433,0,0,17/07/2020,11,0
United States,5592-UQXSS,7977041657,13/06/2020,13/07/2020,4352,0,0,17/07/2020,34,4
Spain,7654-DOLHO,7977287829,29/09/2020,29/10/2020,4641,0,0,23/10/2020,24,0
United States,7228-LEPPM,7979390388,22/10/2020,21/11/2020,3449,0,0,02/12/2020,41,11
China,3598-DNURW,7987067619,06/03/2020,05/04/2020,6783,0,0,28/03/2020,22,0
Spain,7654-DOLHO,7987083569,21/07/2020,20/08/2020,1737,0,0,20/08/2020,30,0
United States,9149-MATVB,7991968212,18/01/2021,17/02/2021,7295,0,0,08/02/2021,21,0
France,7938-EVASK,7992662919,29/05/2021,28/06/2021,5685,0,0,02/07/2021,34,4
China,6708-DPYTF,7992871769,03/10/2021,02/11/2021,9922,0,0,17/11/2021,45,15
China,3598-DNURW,7993778070,14/08/2020,13/09/2020,5066,0,0,10/09/2020,27,0
Spain,9460-VAZGD,8009169493,14/01/2020,13/02/2020,6590,0,0,03/02/2020,20,0
Spain,1168-BEASA,8011401581,29/02/2020,30/03/2020,2463,0,0,21/03/2020,21,0
Russia,8887-NCUZC,8016290722,01/12/2020,31/12/2020,3080,0,0,09/01/2021,39,9
China,0709-LZRJV,8017340942,23/04/2021,23/05/2021,1953,0,0,21/05/2021,28,0
China,7841-HROAQ,8019405718,06/06/2021,06/07/2021,4799,1,0,11/07/2021,35,5
Russia,2824-HJQPP,8024350758,04/09/2020,04/10/2020,4451,0,0,28/09/2020,24,0
China,2676-DZINU,8026688554,14/02/2021,16/03/2021,6072,0,0,23/02/2021,9,0
Russia,1604-LIFKX,8030080145,02/07/2020,01/08/2020,8716,0,0,06/08/2020,35,5
China,0379-NEVHP,8033892101,03/04/2021,03/05/2021,7434,0,0,19/04/2021,16,0
China,2423-QOKIO,8035927112,14/03/2021,13/04/2021,4827,0,0,10/04/2021,27,0
United States,2687-XWAMA,8044630018,13/07/2020,12/08/2020,4668,0,0,30/07/2020,17,0
China,9174-IYKOC,8052943053,27/11/2021,27/12/2021,7160,0,0,18/12/2021,21,0
United States,2026-XLBER,8056734091,14/09/2020,14/10/2020,5087,0,0,03/10/2020,19,0
United States,2026-XLBER,8057232722,09/01/2020,08/02/2020,8312,0,0,30/01/2020,21,0
France,6833-ETVHD,8061367328,06/06/2020,06/07/2020,8279,0,0,18/06/2020,12,0
France,9758-AIEIK,8062397322,14/09/2021,14/10/2021,6965,0,0,01/10/2021,17,0
China,9014-WENVB,8066534559,26/09/2021,26/10/2021,6495,0,0,19/10/2021,23,0
Spain,9286-VLKMI,8066734147,04/06/2020,04/07/2020,4171,0,0,16/06/2020,12,0
Russia,6627-ELFBK,8075572741,01/02/2021,03/03/2021,6959,1,1,09/03/2021,36,6
Russia,8102-ABPKQ,8077742155,31/07/2020,30/08/2020,5550,1,0,13/09/2020,44,14
China,8820-BLYDZ,8081319512,06/01/2020,05/02/2020,7805,0,0,16/01/2020,10,0
France,4651-PMEXQ,8082355258,12/07/2020,11/08/2020,6884,0,0,03/08/2020,22,0
France,4092-ZAVRG,8082796197,06/02/2021,08/03/2021,8293,0,0,10/02/2021,4,0
Russia,3271-HYHDN,8086151417,09/01/2021,08/02/2021,4985,0,0,12/01/2021,3,0
China,9841-XLGBV,8088935090,20/12/2020,19/01/2021,5003,0,0,23/01/2021,34,4
China,6708-DPYTF,8097727269,11/07/2020,10/08/2020,6900,0,0,13/08/2020,33,3
France,6048-QPZCF,4516618888,07/07/2021,06/08/2021,7196,1,1,02/08/2021,26,0
Spain,1408-OQZUE,8099966017,21/06/2021,21/07/2021,3678,1,0,04/08/2021,44,14
United States,6831-FIODB,8106002715,20/01/2021,19/02/2021,1744,0,0,20/02/2021,31,1
China,6708-DPYTF,8111779828,24/10/2021,23/11/2021,9324,0,0,03/12/2021,40,10
Spain,9286-VLKMI,8119664084,29/09/2021,29/10/2021,4732,0,0,30/09/2021,1,0
Russia,6627-ELFBK,8130568082,06/04/2020,06/05/2020,6730,0,0,01/05/2020,25,0
France,8976-AMJEO,8131076647,08/12/2020,07/01/2021,6872,0,0,02/01/2021,25,0
France,3448-OWJOT,8394111674,10/07/2021,09/08/2021,7888,1,1,31/07/2021,21,0
France,9758-AIEIK,8136944092,23/03/2020,22/04/2020,3739,0,0,20/04/2020,28,0
France,1447-YZKCL,8137093063,22/08/2021,21/09/2021,7869,0,0,26/09/2021,35,5
Spain,3676-CQAIF,8140634585,06/07/2021,05/08/2021,2490,0,0,07/08/2021,32,2
Russia,9181-HEKGV,8143888831,16/02/2020,17/03/2020,6402,0,0,16/03/2020,29,0
Spain,7654-DOLHO,8144548869,16/05/2020,15/06/2020,3620,0,0,06/06/2020,21,0
Spain,8690-EEBEO,8146803755,29/01/2020,28/02/2020,4983,0,0,06/03/2020,37,7
United States,5592-UQXSS,8147753421,21/06/2020,21/07/2020,822,0,0,07/07/2020,16,0
Spain,1168-BEASA,8147793831,03/02/2021,05/03/2021,2065,0,0,21/02/2021,18,0
France,6048-QPZCF,4771056498,12/07/2021,11/08/2021,7145,1,0,28/07/2021,16,0
United States,7050-KQLDO,8149632060,18/03/2021,17/04/2021,8833,0,0,12/04/2021,25,0
United States,6831-FIODB,8156321502,27/08/2020,26/09/2020,5208,0,0,24/09/2020,28,0
Russia,3568-JJMFW,8158808494,21/02/2020,22/03/2020,5621,1,0,10/03/2020,18,0
France,9758-AIEIK,8161191244,13/07/2021,12/08/2021,10979,1,0,16/08/2021,34,4
Russia,6627-ELFBK,8164212163,30/04/2021,30/05/2021,2741,1,0,06/06/2021,37,7
France,2621-XCLEH,9153643214,16/07/2021,15/08/2021,7808,1,0,02/09/2021,48,18
Spain,8690-EEBEO,8164708697,24/04/2020,24/05/2020,5280,0,0,30/05/2020,36,6
China,2125-HJDLA,8165388862,22/09/2021,22/10/2021,4246,0,0,01/11/2021,40,10
France,9758-AIEIK,8166776603,31/01/2020,01/03/2020,8113,0,0,20/02/2020,20,0
United States,7856-ODQFO,8184291649,07/04/2021,07/05/2021,947,0,0,27/04/2021,20,0
United States,2026-XLBER,8193327667,14/07/2020,13/08/2020,5770,0,0,31/07/2020,17,0
China,1080-NDGAE,8193630211,10/03/2020,09/04/2020,8582,1,0,14/04/2020,35,5
France,3448-OWJOT,5160746172,17/07/2021,16/08/2021,7689,1,0,10/08/2021,24,0
United States,6077-FDQRK,8200853537,14/11/2020,14/12/2020,6066,0,0,29/11/2020,15,0
China,2820-XGXSB,8203817830,23/03/2020,22/04/2020,9234,0,0,28/03/2020,5,0
United States,2026-XLBER,8207456004,09/03/2020,08/04/2020,1857,0,0,01/04/2020,23,0
Spain,1168-BEASA,8223221939,16/11/2020,16/12/2020,8422,1,0,28/12/2020,42,12
United States,7260-ZHAKS,8227346978,30/01/2021,01/03/2021,5371,0,0,25/02/2021,26,0
Russia,3271-HYHDN,8240701264,05/01/2021,04/02/2021,4610,0,0,12/01/2021,7,0
China,9014-WENVB,8240803259,20/06/2020,20/07/2020,6707,0,0,20/07/2020,30,0
China,8156-PCYBM,8243963846,04/03/2020,03/04/2020,5930,0,0,31/03/2020,27,0
United States,6077-FDQRK,8244116210,06/08/2020,05/09/2020,4735,0,0,28/08/2020,22,0
United States,9149-MATVB,8249581875,02/12/2021,01/01/2022,3850,0,0,16/12/2021,14,0
China,2820-XGXSB,8252449224,18/12/2020,17/01/2021,10868,0,0,22/12/2020,4,0
Russia,8102-ABPKQ,8258508334,25/07/2020,24/08/2020,6139,1,0,04/09/2020,41,11
France,8389-TCXFQ,9506972426,17/07/2021,16/08/2021,7626,1,1,13/08/2021,27,0
United States,7228-LEPPM,8262359020,16/01/2021,15/02/2021,4774,0,0,26/02/2021,41,11
Spain,6391-GBFQJ,8269617897,28/07/2021,27/08/2021,4179,0,0,12/08/2021,15,0
China,6632-CGYHU,8273477766,29/01/2020,28/02/2020,5113,0,0,21/02/2020,23,0
China,9174-IYKOC,8273521159,17/08/2021,16/09/2021,5760,0,0,06/09/2021,20,0
China,9212-BTDMX,8276169596,12/06/2021,12/07/2021,5319,0,0,28/06/2021,16,0
China,7841-HROAQ,8277025756,02/12/2020,01/01/2021,8474,0,0,08/01/2021,37,7
China,2820-XGXSB,8282397668,22/08/2021,21/09/2021,10267,0,0,29/08/2021,7,0
China,7209-MDWKR,8284200295,11/08/2021,10/09/2021,9042,0,0,12/09/2021,32,2
France,6833-ETVHD,8292540307,12/08/2021,11/09/2021,7588,0,0,02/09/2021,21,0
France,1447-YZKCL,8401420623,19/07/2021,18/08/2021,11666,1,0,28/08/2021,40,10
United States,0465-DTULQ,8301711992,29/07/2021,28/08/2021,8336,1,0,26/08/2021,28,0
France,9322-YCTQO,8315488143,08/01/2021,07/02/2021,8998,0,0,11/02/2021,34,4
China,2423-QOKIO,8317322623,23/04/2021,23/05/2021,7498,0,0,28/05/2021,35,5
United States,6831-FIODB,8329193507,08/08/2021,07/09/2021,4320,0,0,26/08/2021,18,0
France,5164-VMYWJ,8336544833,10/08/2021,09/09/2021,4549,0,0,01/09/2021,22,0
China,3598-DNURW,8342469093,16/11/2020,16/12/2020,4607,0,0,23/11/2020,7,0
China,7209-MDWKR,8343505064,16/12/2020,15/01/2021,6120,0,0,15/01/2021,30,0
United States,3993-QUNVJ,8346126237,31/10/2021,30/11/2021,6143,0,0,05/11/2021,5,0
United States,7228-LEPPM,8346602190,07/08/2020,06/09/2020,6058,0,0,10/09/2020,34,4
China,0187-ERLSR,8350497297,16/03/2021,15/04/2021,7327,1,0,04/04/2021,19,0
China,6708-DPYTF,8365287542,01/08/2020,31/08/2020,5769,0,0,08/09/2020,38,8
France,8389-TCXFQ,8365605418,06/06/2021,06/07/2021,6516,0,0,14/06/2021,8,0
France,7938-EVASK,7249316066,21/07/2021,20/08/2021,7868,1,0,02/09/2021,43,13
Spain,9250-VHLWY,8375759964,24/05/2020,23/06/2020,3683,0,0,17/06/2020,24,0
France,4092-ZAVRG,4591110269,23/07/2021,22/08/2021,7288,1,1,11/08/2021,19,0
China,0379-NEVHP,8385411888,17/02/2021,19/03/2021,7925,0,0,11/03/2021,22,0
Spain,1408-OQZUE,8389404239,11/04/2021,11/05/2021,4406,0,0,11/05/2021,30,0
Spain,9250-VHLWY,8389561226,24/03/2020,23/04/2020,5367,0,0,17/04/2020,24,0
Russia,8102-ABPKQ,8390889307,23/09/2020,23/10/2020,6792,1,0,06/11/2020,44,14
China,2820-XGXSB,8391160851,25/08/2020,24/09/2020,7453,0,0,01/09/2020,7,0
France,5573-KSOIA,8391971820,20/01/2020,19/02/2020,7091,0,0,23/02/2020,34,4
France,7600-OISKG,681889913,24/07/2021,23/08/2021,4817,1,0,22/08/2021,29,0
France,7938-EVASK,8400290228,13/07/2020,12/08/2020,8831,0,0,28/08/2020,46,16
France,5284-DJOZO,9219327120,25/07/2021,24/08/2021,6030,1,1,11/08/2021,17,0
Spain,3271-YDPUJ,8412636726,04/02/2020,05/03/2020,4329,0,0,28/02/2020,24,0
United States,0706-NRGUP,8419584909,07/02/2021,09/03/2021,2649,0,0,16/03/2021,37,7
France,9117-LYRCE,8420453376,11/10/2020,10/11/2020,8660,0,0,13/11/2020,33,3
Spain,6391-GBFQJ,8426420017,31/01/2021,02/03/2021,1548,0,0,12/02/2021,12,0
France,1447-YZKCL,8427086210,30/10/2021,29/11/2021,8727,0,0,05/12/2021,36,6
China,9174-IYKOC,8428274862,07/04/2021,07/05/2021,7701,0,0,29/04/2021,22,0
China,5920-DPXLN,8429016073,25/10/2020,24/11/2020,4055,0,0,21/11/2020,27,0
Russia,7946-HJDUR,8429898953,12/09/2020,12/10/2020,5100,0,0,05/10/2020,23,0
United States,2687-XWAMA,8444345875,27/02/2020,28/03/2020,4171,0,0,11/03/2020,13,0
Russia,8102-ABPKQ,8447618970,18/06/2021,18/07/2021,6459,1,0,06/08/2021,49,19
United States,0706-NRGUP,8449889683,14/11/2020,14/12/2020,2061,0,0,09/12/2020,25,0
Russia,7946-HJDUR,8450356834,09/03/2021,08/04/2021,5021,0,0,08/04/2021,30,0
France,9771-QTLGZ,4160925882,26/07/2021,25/08/2021,4119,1,0,11/08/2021,16,0
France,0783-PEPYR,8456442808,05/07/2021,04/08/2021,4956,0,0,16/08/2021,42,12
France,4640-FGEJI,8459323044,14/01/2021,13/02/2021,4013,0,0,17/02/2021,34,4
United States,0465-DTULQ,8461427104,11/01/2021,10/02/2021,5214,1,0,20/02/2021,40,10
Russia,2824-HJQPP,8462827944,01/04/2021,01/05/2021,5240,0,0,18/04/2021,17,0
Russia,7695-NKUXM,8464039248,30/06/2021,30/07/2021,6305,0,0,03/07/2021,3,0
Spain,3271-YDPUJ,8466153246,03/06/2020,03/07/2020,3530,0,0,03/07/2020,30,0
France,2621-XCLEH,8912612689,28/07/2021,27/08/2021,9217,1,0,12/09/2021,46,16
Spain,7372-CESLR,8469604228,08/06/2021,08/07/2021,4634,0,0,21/06/2021,13,0
Spain,6177-VTITE,8471061442,24/11/2020,24/12/2020,1906,1,0,09/12/2020,15,0
Spain,9286-VLKMI,8471592455,30/12/2020,29/01/2021,5196,0,0,04/01/2021,5,0
China,9014-WENVB,8473757844,05/06/2021,05/07/2021,2613,0,0,13/07/2021,38,8
France,6048-QPZCF,8478661655,24/09/2021,24/10/2021,5437,0,0,29/09/2021,5,0
Spain,7654-DOLHO,8482497127,12/04/2021,12/05/2021,1606,0,0,07/05/2021,25,0
France,4092-ZAVRG,8483378519,04/01/2020,03/02/2020,7521,0,0,13/01/2020,9,0
United States,0465-DTULQ,8488549558,28/04/2020,28/05/2020,4362,1,0,12/06/2020,45,15
Russia,7695-NKUXM,8489952796,22/06/2021,22/07/2021,5319,0,0,25/06/2021,3,0
Spain,0688-XNJRO,8493182849,18/01/2020,17/02/2020,1803,0,0,22/03/2020,64,34
France,3448-OWJOT,781909762,30/07/2021,29/08/2021,6671,1,1,09/09/2021,41,11
United States,2026-XLBER,8503873648,29/10/2020,28/11/2020,3787,0,0,11/11/2020,13,0
United States,6077-FDQRK,8513935149,04/08/2020,03/09/2020,3014,0,0,30/08/2020,26,0
France,7600-OISKG,3109120531,04/08/2021,03/09/2021,9054,1,0,02/09/2021,29,0
France,8976-AMJEO,8517033976,21/03/2021,20/04/2021,7099,0,0,23/04/2021,33,3
Russia,5613-UHVMG,8523083533,12/09/2020,12/10/2020,4112,1,1,21/10/2020,39,9
United States,2687-XWAMA,8527409222,19/05/2020,18/06/2020,6797,0,0,31/05/2020,12,0
Spain,0688-XNJRO,8528877072,12/01/2020,11/02/2020,6419,0,0,24/02/2020,43,13
United States,4460-ZXNDN,8548423449,09/06/2020,09/07/2020,5160,0,0,23/07/2020,44,14
Russia,2824-HJQPP,8551131035,19/11/2020,19/12/2020,8687,0,0,08/12/2020,19,0
United States,9149-MATVB,8553422918,26/11/2021,26/12/2021,5142,0,0,18/12/2021,22,0
Spain,8942-ERSWK,8564835935,27/10/2021,26/11/2021,953,0,0,01/11/2021,5,0
United States,9323-NDIOV,8568370573,18/01/2020,17/02/2020,5655,1,0,12/03/2020,54,24
China,0709-LZRJV,8575598490,13/07/2020,12/08/2020,2698,1,0,24/08/2020,42,12
Spain,9250-VHLWY,8576086686,14/03/2020,13/04/2020,3800,0,0,29/03/2020,15,0
China,6708-DPYTF,8582366228,03/09/2020,03/10/2020,2742,0,0,06/10/2020,33,3
Spain,8942-ERSWK,8585978960,19/10/2021,18/11/2021,739,0,0,29/10/2021,10,0
Spain,9286-VLKMI,8595337570,19/08/2020,18/09/2020,4425,0,0,22/08/2020,3,0
Spain,3676-CQAIF,8598688213,25/02/2020,26/03/2020,2593,0,0,02/04/2020,37,7
Russia,6004-KITZM,8604269690,01/08/2021,31/08/2021,8337,0,0,30/08/2021,29,0
China,1080-NDGAE,8610241270,14/03/2020,13/04/2020,9582,0,0,31/03/2020,17,0
France,5284-DJOZO,8615012107,27/01/2020,26/02/2020,5381,0,0,11/02/2020,15,0
Spain,3676-CQAIF,8623313803,07/02/2020,08/03/2020,4452,0,0,17/03/2020,39,9
Spain,7372-CESLR,8631854540,15/04/2021,15/05/2021,2245,0,0,12/05/2021,27,0
Spain,7372-CESLR,8634528747,10/09/2020,10/10/2020,5282,0,0,28/09/2020,18,0
Russia,7946-HJDUR,8636390396,29/03/2020,28/04/2020,5538,0,0,22/04/2020,24,0
Spain,6296-UKEUZ,8638140916,07/12/2020,06/01/2021,2142,0,0,08/12/2020,1,0
